shop                                                        ,datetime            ,price_reg ,price_promo ,article ,name                                                                                            ,category_path
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:01 ,     4200 ,       4200 ,в4627   ,"Ликер ""Cointreau"",  1 л"                                                                     ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:20 ,      869 ,        869 ,в82663  ,"Коньяк ""Старейшина"" Трехлетний,  0.5 л"                                                      ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:21 ,     1581 ,       1581 ,в82664  ,"Коньяк ""Старейшина"" Трехлетний,  1 л"                                                        ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:22 ,      169 ,        169 ,в107237 ,"Коньяк ""Старейшина"" Трехлетний,  100 мл"                                                     ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:23 ,      359 ,        359 ,в113151 ,"Коньяк ""Старейшина"" Трехлетний,  250 мл"                                                     ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:50 ,     1908 ,       1908 ,в18926  ,"Водка Danzka,  0.7 л"                                                                          ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:10 ,     2504 ,       2504 ,в18927  ,"Водка Danzka,  1 л"                                                                            ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:25 ,     1398 ,       1398 ,в22554  ,"Водка ""Danzka"",  0.5 л"                                                                      ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:26 ,      461 ,        461 ,в22556  ,"Водка ""Danzka"",  50 мл"                                                                      ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:27 ,     5684 ,       5684 ,в168228 ,"Водка ""Danzka"",  1.75 л"                                                                     ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:46 ,     3890 ,       3890 ,в2892   ,"Ликер ""Kahlua"",  1 л"                                                                        ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:02 ,     2660 ,       2660 ,в2890   ,"Ликер ""Kahlua"",  0.7 л"                                                                      ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:20 ,     2990 ,       2990 ,в235037 ,"Ликер ""Kahlua"",  0.75 л"                                                                     ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:33 ,     1791 ,       1791 ,в249290 ,"Ликер ""Kahlua"",  0.5 л"                                                                      ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:41 ,    18200 ,      18200 ,в2325   ,"Виски ""Lagavulin"" malt 16 years old, with box,  0.7 л"                                       ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:45 ,     2472 ,       2472 ,в47780  ,"Водка Cavino, Ouzo ""Romios"",  0.7 л"                                                         ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:15 ,     2999 ,       2999 ,в2897   ,"Ликер ""Malibu"",  0.7 л"                                                                      ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:16 ,      487 ,        487 ,в2893   ,"Ликер Malibu,  350 мл"                                                                         ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:30 ,     1642 ,       1642 ,в2896   ,"Ликер ""Malibu"",  0.5 л"                                                                      ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:41 ,     2939 ,       2939 ,в2898   ,"Ликер ""Malibu"",  1 л"                                                                        ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:53 ,     3315 ,       3315 ,в235036 ,"Ликер ""Malibu"",  0.75 л"                                                                     ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:04 ,     8673 ,       8673 ,в102702 ,"Виски ""Singleton"" of Dufftown 15 Years Old, gift box,  0.7 л"                                ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:13 ,    10096 ,      10096 ,в3265   ,"Виски ""Ardbeg"" 10 YO, in gift box,  0.7 л"                                                   ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:36 ,     2800 ,       2800 ,в156436 ,"Джин ""Gordons"",  0.7 л"                                                                      ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:48 ,      954 ,        954 ,в2798   ,"Джин ""Gordons"",  375 мл"                                                                     ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:00 ,     2543 ,       2543 ,в2799   ,"Джин ""Gordons"",  0.75 л"                                                                     ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:05 ,     2979 ,       2979 ,в2800   ,"Джин ""Gordons"",  1 л"                                                                        ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:13 ,      593 ,        593 ,в82527  ,"Джин ""Gordons"",  50 мл"                                                                      ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:21 ,      737 ,        737 ,в111805 ,"Джин ""Gordons"",  200 мл"                                                                     ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:24 ,     3422 ,       3422 ,в71040  ,"Масло ""Casa Rinaldi"" Olio Extra Vergine di Oliva ""Oro di Taggiasca"",  0.5 л"               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:20 ,     1100 ,       1100 ,в46598  ,"Коньяк ""Дербент"" КВ,  0.5 л"                                                                 ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:21 ,      584 ,        584 ,в46599  ,"Коньяк ""Дербент"" КВ,  250 мл"                                                                ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:27 ,      243 ,        243 ,в46600  ,"Коньяк ""Дербент"" КВ,  100 мл"                                                                ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:57 ,     3524 ,       3524 ,в18454  ,"Ликер ""Passoa"" Passion Fruit,  0.7 л"                                                        ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:32 ,      667 ,        667 ,в22946  ,"Ликер ""Passoa"" Passion Fruit,  0.5 л"                                                        ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:38 ,     3524 ,       3524 ,в250301 ,"Ликер ""Passoa"" Passion Fruit,  0.75 л"                                                       ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:43 ,     1398 ,       1398 ,в4131   ,"Водка ""Царская"" Золотая,  0.7 л"                                                             ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:44 ,     1009 ,       1009 ,в4109   ,"Водка ""Царская"" Золотая,  0.5 л"                                                             ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:56 ,     1507 ,       1507 ,в4132   ,"Водка ""Царская"" Золотая,  1 л"                                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:06 ,      166 ,        166 ,в23320  ,"Водка ""Царская"" Золотая,  50 мл"                                                             ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:14 ,      608 ,        608 ,в50144  ,"Водка ""Царская"" Золотая,  375 мл"                                                            ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:19 ,     2988 ,       2988 ,в79666  ,"Водка ""Царская"" Золотая,  1.75 л"                                                            ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:56 ,    11649 ,      11649 ,в131526 ,"Водка ""Царская"" Золотая,  3 л"                                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:09 ,      720 ,        720 ,в235840 ,"Вино ""Высокий Берег"" Рислинг, Зеленая Серия, 2023 "                                          ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:09 ,      126 ,        126 ,в90051  ,"Вода ""Даусуз"" Негазированная, в пластиковой бутылке,  0.75 л"                                ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:13 ,      669 ,        669 ,в224867 ,"Вино ""High Roof"" Citronnyj Magaracha Orange "                                                ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:15 ,      363 ,        363 ,в67868  ,"Ликер ""Шуйская"" Брусника, настойка сладкая,  0.5 л"                                          ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:15 ,      867 ,        867 ,в130003 ,"Сидр ""La Bolee Bretonne"" Brut,  0.75 л"                                                      ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:22 ,      476 ,        476 ,в133337 ,"Вино ""Fleurs du Sud"" Rouge de Tamagne "                                                      ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:23 ,      326 ,        326 ,в212578 ,"Ликер Онегин, ""Гурмэ"" Черная Смородина, Ежевика и Асаи,  50 мл"                              ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:27 ,     1628 ,       1628 ,в186039 ,"Ликер Онегин, ""Гурмэ"" Черная Смородина, Ежевика и Асаи, настойка сладкая,  0.5 л"            ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:33 ,      730 ,        730 ,в186840 ,"Ликер Онегин, ""Гурмэ"" Черная Смородина, Ежевика и Асаи,  200 мл"                             ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:28 ,     1586 ,       1586 ,в237320 ,"Вино Askaneli Brothers, Rkatsiteli Qvevri, 2022 "                                              ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:34 ,     1473 ,       1473 ,в222475 ,"Вино Askaneli Brothers, Rkatsiteli Qvevri, 2021 "                                              ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:39 ,     1050 ,       1050 ,в191574 ,"Коньяк ""Peshvi"" XO,  0.5 л"                                                                  ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:39 ,     3049 ,       3049 ,в2887   ,"Ликер ""Sheridan's"",  0.5 л"                                                                  ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:40 ,     4395 ,       4395 ,в2888   ,"Ликер ""Sheridan's"",  0.7 л"                                                                  ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:41 ,     4133 ,       4133 ,в2889   ,"Ликер ""Sheridan's"",  1 л"                                                                    ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:47 ,      889 ,        889 ,в54923  ,"Ликер Sheridan's,  375 мл"                                                                     ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:51 ,     4730 ,       4730 ,в232173 ,"Ликер ""Sheridan's"",  0.75 л"                                                                 ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:57 ,     1043 ,       1043 ,в2825   ,Вино Freschello Bianco Vdt                                                                      ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:57 ,      593 ,        593 ,в2826   ,"Вино Freschello Bianco Vdt,  1.5 л"                                                            ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:59 ,     1590 ,       1590 ,в170981 ,"Вино Felix Solis, ""The Guv'nor"" Red "                                                        ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:02 ,     3291 ,       3291 ,в222765 ,"Вино Felix Solis, ""The Guv'nor"" Red,  1.5 л"                                                 ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:04 ,      792 ,        792 ,в44637  ,"Вино Мускатель ""Массандра"" Черный "                                                          ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:27 ,     2595 ,       2595 ,в205661 ,"Ром ""Takamaka"" Dark Spiced,  0.7 л"                                                          ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:28 ,     1112 ,       1112 ,в214433 ,"Вино Собер Баш, ""Классика"" Красностоп, 2020 "                                                ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:30 ,     1127 ,       1127 ,в242684 ,"Вино Собер Баш, ""Классика"" Красностоп, 2022 "                                                ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:32 ,     1390 ,       1390 ,в195531 ,"Ликер Нива Дистиллери, Блю Кюрасао,  0.75 л"                                                   ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:33 ,      674 ,        674 ,в252702 ,"Ликер Нива Дистиллери, Блю Кюрасао,  0.5 л"                                                    ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:17 ,      497 ,        497 ,в69010  ,"Пиво Wychwood, ""Hobgoblin"" Gold, in can,  0.5 л"                                             ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:51 ,      592 ,        592 ,в51596  ,"Пиво Wychwood, ""Hobgoblin"" Gold,  0.5 л"                                                     ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:39 ,    12935 ,      12935 ,в56672  ,"Пиво Wychwood, ""Hobgoblin Gold"", in keg,  30 л"                                              ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:15 ,     1776 ,       1776 ,в233935 ,"Вино Hans Baer, Riesling, 2023 "                                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:21 ,      890 ,        890 ,в103314 ,"Вино Hans Baer, Riesling, 2017 "                                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:53 ,     1240 ,       1240 ,в186885 ,"Вино Hans Baer, Riesling, 2021 "                                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:18:56 ,      890 ,        890 ,в105220 ,"Вино Hans Baer, Riesling, 2016 "                                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:00 ,     1049 ,       1049 ,в118092 ,"Вино Hans Baer, Riesling, 2018 "                                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:03 ,     1059 ,       1059 ,в131759 ,"Вино Hans Baer, Riesling, 2019 "                                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:04 ,     1558 ,       1558 ,в207962 ,"Вино Hans Baer, Riesling, 2022 "                                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:46 ,     1272 ,       1272 ,в154985 ,"Вино Hans Baer, Riesling, 2020 "                                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:08 ,     1350 ,       1350 ,в225552 ,"Вино Hans Baer, Riesling ""Alcohol Free"", 2022 "                                              ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:10 ,     1303 ,       1303 ,в190114 ,"Вино Hans Baer, Riesling ""Alcohol Free"", 2020 "                                              ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:14 ,      126 ,        126 ,в37117  ,"Подарочная упаковка Dispak, bag for 1 bottle, green "                                          ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:29 ,     1039 ,       1039 ,в63432  ,"Вино ""Кагор Солнечной Долины"" "                                                              ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:04 ,      192 ,        192 ,в22911  ,"Водка ""Русский Стандарт"" Ориджинал,  50 мл"                                                  ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:05 ,      494 ,        494 ,в2906   ,"Водка ""Русский Стандарт"" Ориджинал,  375 мл"                                                 ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:22 ,      667 ,        667 ,в2909   ,"Водка ""Русский Стандарт"" Ориджинал,  0.5 л"                                                  ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:34 ,     4169 ,       4169 ,в2915   ,"Водка ""Русский Стандарт"" Ориджинал,  3 л"                                                    ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:46 ,     2036 ,       2036 ,в2916   ,"Водка ""Русский Стандарт"" Ориджинал,  1.75 л"                                                 ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:57 ,     1202 ,       1202 ,в2917   ,"Водка ""Русский Стандарт"" Ориджинл,  1 л"                                                     ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:32 ,      921 ,        921 ,в2918   ,"Водка ""Русский Стандарт"" Ориджинал,  0.7 л"                                                  ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:37 ,      257 ,        257 ,в207044 ,"Водка ""Русский Стандарт"" Ориджинал,  200 мл"                                                 ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:02 ,     2700 ,       2700 ,в63353  ,"Виски ""Red Label"",  0.7 л"                                                                   ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
