shop                                                        ,datetime            ,price_reg ,price_promo ,article ,name                                                                                            ,category_path
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:28 ,     2661 ,       2661 ,в154996 ,"Вино ""Pfefferer"" Weinberg Dolomiten IGT, 2020 "                                              ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:29 ,     1134 ,       1134 ,в2795   ,"Вино Pfefferer, Weinberg Dolomiten IGT, 2008 "                                                 ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:19:31 ,     1186 ,       1186 ,в5308   ,"Вино Pfefferer, Weinberg Dolomiten IGT, 2009 "                                                 ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:00 ,     1070 ,       1070 ,в7656   ,"Вино Pfefferer, Weinberg Dolomiten IGT 2010 "                                                  ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:01 ,     1112 ,       1112 ,в14585  ,"Вино Pfefferer, Weinberg Dolomiten IGT, 2011 "                                                 ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:19 ,     1844 ,       1844 ,в91715  ,"Вино ""Pfefferer"" Weinberg Dolomiten IGT, 2017 "                                              ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:32 ,     2215 ,       2215 ,в182107 ,"Вино ""Pfefferer"" Weinberg Dolomiten IGT, 2021 "                                              ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:44 ,     2555 ,       2555 ,в205029 ,"Вино ""Pfefferer"" Weinberg Dolomiten IGT, 2022 "                                              ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:57 ,     1483 ,       1483 ,в73606  ,"Вино ""Pfefferer"" Weinberg Dolomiten IGT, 2016 "                                              ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:48 ,      425 ,        425 ,в193382 ,"Сидр Vasileostrovskaya Pivovarnya, ""La Valle du Cidre"" Brut,  0.75 л"                        ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:59 ,      222 ,        222 ,в208146 ,"Сидр Vasileostrovskaya Pivovarnya, ""La Valle du Cidre"" Brut,  0.33 л"                        ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:50 ,      220 ,        220 ,в24230  ,"Пиво ""Clausthaler"" Original Non-Alcoholic,  0.33 л"                                          ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:51 ,      229 ,        229 ,в36524  ,"Пиво ""Clausthaler"" Original Non-Alcoholic, in can,  0.5 л"                                   ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:02 ,      186 ,        186 ,в246396 ,"Пиво ""Clausthaler"" Original Non-Alcoholic, in can,  0.33 л"                                  ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:08 ,      363 ,        363 ,в104525 ,"Ликер ""Шуйская"" Курага, настойка сладкая,  0.5 л"                                            ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:10 ,      185 ,        185 ,в131491 ,"Пиво Крик ""Де Лютин"",  0.33 л"                                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:06 ,     1995 ,       1995 ,в215691 ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2022 "                                 ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:08 ,     2055 ,       2055 ,в137312 ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2019 "                                 ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:10 ,      995 ,        995 ,в58218  ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2014 "                                 ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:11 ,      995 ,        995 ,в63512  ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2015 "                                 ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:26 ,     1207 ,       1207 ,в93509  ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2017 "                                 ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:27 ,     1430 ,       1430 ,в110916 ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2018 "                                 ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:39 ,     2194 ,       2194 ,в184850 ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2021 "                                 ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:20:51 ,     2492 ,       2492 ,в240267 ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2023 "                                 ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:03 ,     2055 ,       2055 ,в167045 ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2020 "                                 ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:12 ,     1006 ,       1006 ,в81921  ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2016 "                                 ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:12 ,      625 ,        625 ,в179261 ,"Ликер ""Oasis"" Coffee,  0.5 л"                                                                ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:33 ,     1006 ,       1006 ,в194312 ,"Водка ""Jinro"" Peach Soju,  360 мл"                                                           ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:11 ,      130 ,        130 ,в53926  ,"Водка ""Царская"" Оригинальная,  50 мл"                                                        ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:41 ,      815 ,        815 ,в4136   ,"Водка ""Царская"" Оригинальная,  0.5 л"                                                        ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:45 ,     1123 ,       1123 ,в4139   ,"Водка ""Царская"" Оригинальная,  0.7 л"                                                        ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:48 ,     1514 ,       1514 ,в4141   ,"Водка ""Царская"" Оригинальная,  1 л"                                                          ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:51 ,      414 ,        414 ,в58900  ,"Водка ""Царская"" Оригинальная,  375 мл"                                                       ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:28 ,     2753 ,       2753 ,в111444 ,"Водка ""Царская"" Оригинальная,  1.75 л"                                                       ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:58 ,     6349 ,       6349 ,в168314 ,"Водка ""Царская"" Оригинальная,  3 л"                                                          ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:12 ,      532 ,        532 ,в249897 ,"Водка ""Царская"" Оригинальная,  350 мл"                                                       ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:01 ,     1805 ,       1805 ,в212566 ,"Вино ""Landgut"" Riesling "                                                                    ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:04 ,     2080 ,       2080 ,в87094  ,"Вино ""770 Miles"" Cabernet Sauvignon "                                                        ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:01 ,     8920 ,       8920 ,в50110  ,"Виски ""Bowmore"" 12 Years Old, gift box,  0.7 л"                                              ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:03 ,     4346 ,       4346 ,в6801   ,"Виски Bowmore 12 Years Old, gift box,  0.75 л"                                                 ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:04 ,      624 ,        624 ,в7441   ,"Виски Bowmore 12 Years Old, gift box,  50 мл"                                                  ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:06 ,      252 ,        252 ,в73514  ,"Ликер Fruko Schulz, Cream,  50 мл"                                                             ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:07 ,     1544 ,       1544 ,в22573  ,"Ликер Fruko Schulz Cream,  0.7 л"                                                              ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:09 ,      966 ,        966 ,в35367  ,"Ликер Fruko Schulz, Cream,  0.5 л"                                                             ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:32 ,     1660 ,       1660 ,в186040 ,"Ликер Онегин, ""Гурмэ"" Черноплодная Рябина, Кедровый Орех и Бузина, настойка сладкая,  0.5 л" ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:34 ,      730 ,        730 ,в186838 ,"Ликер Онегин, ""Гурмэ"" Черноплодная Рябина, Кедровый Орех и Бузина,  200 мл"                  ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:35 ,      326 ,        326 ,в212581 ,"Ликер Онегин, ""Гурмэ"" Черноплодная Рябина, Кедровый Орех и Бузина,  50 мл"                   ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:45 ,      326 ,        326 ,в212581 ,"Ликер Онегин, ""Гурмэ"" Черноплодная Рябина, Кедровый Орех и Бузина,  50 мл"                   ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:45 ,     1660 ,       1660 ,в186040 ,"Ликер Онегин, ""Гурмэ"" Черноплодная Рябина, Кедровый Орех и Бузина, настойка сладкая,  0.5 л" ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:46 ,      730 ,        730 ,в186838 ,"Ликер Онегин, ""Гурмэ"" Черноплодная Рябина, Кедровый Орех и Бузина,  200 мл"                  ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:48 ,     3847 ,       3847 ,в109841 ,"Вино Dampt Freres, ""Le Parc du Chateau"" Bourgogne AOC Pinot Noir "                           ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:50 ,     7481 ,       7481 ,в42295  ,"Коньяк Арарат, ""Двин"" Коллекционный, в подарочной коробке,  0.7 л"                           ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:51 ,     1703 ,       1703 ,в80798  ,"Вино ""Tussock Jumper"" Pinot Noir "                                                           ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:53 ,      392 ,        392 ,в148028 ,"Вино ""Tussock Jumper"" Pinot Noir,  187 мл"                                                   ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:36 ,     3024 ,       3024 ,в227826 ,"Вино Long Barn, Zinfandel, 2021 "                                                              ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:37 ,     2449 ,       2449 ,в179835 ,"Вино Long Barn, Zinfandel, 2019 "                                                              ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:38 ,     3024 ,       3024 ,в249368 ,"Вино Long Barn, Zinfandel, 2022 "                                                              ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:01 ,     2894 ,       2894 ,в201208 ,"Вино Long Barn, Zinfandel, 2020 "                                                              ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:13 ,     1357 ,       1357 ,в133938 ,"Вино Long Barn, Zinfandel, 2017 "                                                              ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:08 ,     1483 ,       1483 ,в214230 ,"Вино Misty Cove, ""Marlborough Sounds"" Sauvignon Blanc, 2021 "                                ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:08 ,     2570 ,       2570 ,в238874 ,"Вино Misty Cove, ""Marlborough Sounds"" Sauvignon Blanc, 2023 "                                ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:19 ,     2570 ,       2570 ,в213422 ,"Вино Misty Cove, ""Marlborough Sounds"" Sauvignon Blanc, 2022 "                                ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:16 ,     4200 ,       4200 ,в4627   ,"Ликер ""Cointreau"",  1 л"                                                                     ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:16 ,      190 ,        190 ,в4622   ,"Ликер ""Cointreau"",  50 мл"                                                                   ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:18 ,     2215 ,       2215 ,в4623   ,"Ликер ""Cointreau"",  350 мл"                                                                  ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:18 ,     2225 ,       2225 ,в4624   ,"Ликер ""Cointreau"",  0.5 л"                                                                   ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:19 ,     2500 ,       2500 ,в4626   ,"Ликер ""Cointreau"",  0.7 л"                                                                   ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:45 ,    32000 ,      32000 ,в2267   ,"Коньяк ""Hennessy"" X.O., with gift box,  0.7 л"                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:46 ,    20740 ,      20740 ,в2266   ,"Коньяк ""Hennessy"" X.O  with gift box,  350 мл"                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:04 ,    74719 ,      74719 ,в2268   ,"Коньяк Hennessy X.O  with gift box,  1.5 л"                                                    ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:06 ,     3820 ,       3820 ,в29549  ,"Коньяк ""Hennessy"" X.O., with gift box,  50 мл"                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:18 ,    50175 ,      50175 ,в32279  ,"Коньяк Hennessy X.O,  with gift box,  1 л"                                                     ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:28 ,    40910 ,      40910 ,в242097 ,"Коньяк ""Hennessy"" X.O, with gift box,  0.75 л"                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:21 ,     8500 ,       8500 ,в117686 ,"Виски Glenmorangie ""The Quinta Ruban"" 14 Years Old, gift box,  0.7 л"                        ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:30 ,     8750 ,       8750 ,в228072 ,"Виски Glenmorangie ""The Quinta Ruban"" 14 Years Old, gift box,  0.75 л"                       ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:30 ,     1825 ,       1825 ,в184387 ,"Коньяк ""Старый Крым"" 12-летний,  0.5 л"                                                      ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:40 ,    10098 ,      10098 ,в2695   ,"Виски Highland Park, ""Viking Honour"" 12 Years Old, with box,  0.7 л"                         ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:42 ,     2281 ,       2281 ,в217085 ,"Ликер ""Jagermeister"" Scharf,  0.7 л"                                                         ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:43 ,     5193 ,       5193 ,в241497 ,"Ликер ""Jagermeister"" Scharf,  1 л"                                                           ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:45 ,     4116 ,       4116 ,в219048 ,"Вино ""Усадьба Дивноморское"" Каберне Совиньон, 2020 "                                         ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:04 ,     2979 ,       2979 ,в38394  ,"Вино ""Усадьба Дивноморское"" Каберне Совиньон, 2012 "                                         ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:17 ,     2661 ,       2661 ,в63280  ,"Вино ""Усадьба Дивноморское"" Каберне Совиньон, 2013 "                                         ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:27 ,     3699 ,       3699 ,в80597  ,"Вино ""Усадьба Дивноморское"" Каберне Совиньон, 2014 "                                         ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:29 ,     3752 ,       3752 ,в184618 ,"Вино ""Усадьба Дивноморское"" Каберне Совиньон, 2016 "                                         ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:39 ,     3509 ,       3509 ,в205923 ,"Вино ""Усадьба Дивноморское"" Каберне Совиньон, 2019 "                                         ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:49 ,     4090 ,       4090 ,в247125 ,"Вино ""Усадьба Дивноморское"" Каберне Совиньон, 2021 "                                         ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:41 ,      476 ,        476 ,в97191  ,"Вино ""Высокий Берег"" Мерло, 2016 "                                                           ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:51 ,      508 ,        508 ,в102138 ,"Вино ""Высокий Берег"" Мерло, 2017 "                                                           ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:54 ,     1919 ,       1919 ,в231041 ,"Вино Guangzhou Conghua Shunchangyuan, Red Plum Wine, with plums,  0.8 л"                       ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:51 ,      306 ,        306 ,в115111 ,"Ликер Fruko Schulz, Coffee,  50 мл"                                                            ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:24:00 ,      995 ,        995 ,в22586  ,"Ликер Fruko Schulz Coffee,  0.75 л"                                                            ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
