shop                                           ,datetime            ,price_reg ,price_promo ,article ,name                                                                                       ,category_path
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:11 ,      729 ,        729 ,в139337 ,"Коньяк ""Сокровище Тифлиса"" 3-летний,  250 мл"                                           ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:00 ,      759 ,        560 ,в64998  ,"Водка ""Архангельская"" Северная выдержка,  0.5 л"                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:04 ,     1049 ,        689 ,в101302 ,"Водка ""Архангельская"" Северная выдержка,  0.7 л"                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:07 ,      269 ,        269 ,в107307 ,"Водка ""Архангельская"" Северная выдержка,  250 мл"                                       ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:10 ,     1490 ,       1009 ,в167792 ,"Водка ""Архангельская"" Северная выдержка,  1 л"                                          ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:13 ,      139 ,        139 ,в180740 ,"Водка ""Архангельская"" Северная выдержка, фляга,  100 мл"                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:16 ,     2320 ,       2320 ,в184228 ,"Водка ""Архангельская"" Северная выдержка,  1.5 л"                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:36 ,     1699 ,       1299 ,в152351 ,"Вино ""Mucho Mas"" Blanco "                                                               ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:41 ,     3590 ,       3590 ,в160320 ,"Вино ""Mucho Mas"" Blanco,  1.5 л"                                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:46 ,      499 ,        399 ,в234112 ,"Вино ""Mucho Mas"" Blanco, PET,  187 мл"                                                  ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:55 ,     1660 ,       1299 ,в94560  ,"Вино ""Gaumen Spiel"" Gewurztraminer "                                                    ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:03 ,      120 ,        120 ,в208718 ,"Вода ""Coca-Cola"" Original Taste (Poland), in can,  0.33 л"                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:37 ,     1790 ,        949 ,в239412 ,"Вино Golubitskoe Estate, Merlot, 2022 "                                                   ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:42 ,      939 ,        939 ,в117336 ,"Вино Golubitskoe Estate, Merlot, 2017 "                                                   ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:48 ,      879 ,        879 ,в137629 ,"Вино Golubitskoe Estate, Merlot, 2018 "                                                   ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:51 ,     1399 ,       1399 ,в171931 ,"Вино Golubitskoe Estate, Merlot, 2019 "                                                   ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:56 ,     1660 ,       1660 ,в178672 ,"Вино Golubitskoe Estate, Merlot, 2019, in tube "                                          ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:03 ,     1490 ,       1490 ,в195961 ,"Вино Golubitskoe Estate, Merlot, 2020 "                                                   ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:07 ,     1770 ,       1770 ,в220701 ,"Вино Golubitskoe Estate, Merlot, 2021 "                                                   ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:38 ,     1790 ,       1790 ,в234033 ,"Вино Nik Weis, Urban Riesling, 2023 "                                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:43 ,     1040 ,       1040 ,в80973  ,"Вино Nik Weis, Urban Riesling, 2016 "                                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:51 ,      990 ,        990 ,в93255  ,"Вино Nik Weis, Urban Riesling, 2017 "                                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:55 ,     1460 ,       1460 ,в160466 ,"Вино Nik Weis, Urban Riesling, 2020 "                                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:00 ,     1930 ,       1930 ,в217320 ,"Вино Nik Weis, Urban Riesling, 2022 "                                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:04 ,     1860 ,       1860 ,в142898 ,"Вино Nik Weis, Urban Riesling, 2019 "                                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:08 ,     1290 ,       1290 ,в117335 ,"Вино Nik Weis, Urban Riesling, 2018 "                                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:15 ,     1449 ,       1449 ,в193606 ,"Вино Nik Weis, Urban Riesling, 2021 "                                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:12 ,      409 ,        269 ,в24227  ,"Пиво ""Guinness"" Draught (with nitrogen capsule), in can,  0.44 л"                       ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:15 ,      379 ,        379 ,в236908 ,"Пиво ""Guinness"" Draught (with nitrogen capsule), in can,  0.5 л"                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:15 ,      389 ,        299 ,в24126  ,"Пиво Spaten, Munchen, in can,  0.5 л"                                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:21 ,      449 ,        449 ,в24125  ,"Пиво Spaten, Munchen,  0.5 л"                                                             ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:24 ,      309 ,        229 ,в24029  ,"Пиво ""Prazacka"" Svetle, in can,  0.5 л"                                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:29 ,      339 ,        339 ,в24028  ,"Пиво ""Prazacka"" Svetle,  0.5 л"                                                         ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:25 ,      309 ,        269 ,в24031  ,"Пиво ""Grotwerg"" Bayerisch Hell, in can,  0.5 л"                                         ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:29 ,      149 ,        149 ,в24034  ,"Пиво ""Grotwerg"" Bayerisch Hell,  0.5 л"                                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:29 ,      280 ,        249 ,в154693 ,"Пиво ""Staroceske tradicni"", in can,  0.5 л"                                             ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:33 ,      399 ,        399 ,в194935 ,"Пиво ""Staroceske tradicni"",  0.5 л"                                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:36 ,      120 ,        120 ,в197377 ,"Вода ""Fanta"" Orange (Poland), in can,  0.33 л"                                          ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:45 ,      359 ,        259 ,в166202 ,"Пиво ""St. Pierre"" Blanche, in can,  0.5 л"                                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:38 ,      359 ,        359 ,в26986  ,"Пиво ""Radeberger"" Pilsner,  0.5 л"                                                      ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:42 ,      309 ,        309 ,в26967  ,"Пиво ""Radeberger"" Pilsner, in can,  0.5 л"                                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:46 ,      309 ,        309 ,в50795  ,"Пиво ""Radeberger"" Pilsner,  0.33 л"                                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:33 ,     1790 ,        980 ,в235153 ,"Вино ""San Valentin"" Parellada, Catalunya DO, 2023 "                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:37 ,      889 ,        889 ,в76172  ,"Вино Torres, ""San Valentin"" Parellada, Catalunya DO, 2016 "                             ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:41 ,      489 ,        489 ,в8769   ,"Вино San Valentin Parellada Catalunya DO, 2008 "                                          ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:48 ,      489 ,        489 ,в8770   ,"Вино Torres, San Valentin Parellada Catalunya DO, 2009 "                                  ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:51 ,      689 ,        689 ,в8686   ,"Вино San Valentin Parellada Catalunya DO, 2010 "                                          ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:56 ,      579 ,        579 ,в16283  ,"Вино Torres, ""San Valentin"" Parellada, Catalunya DO, 2011 "                             ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:03 ,      759 ,        759 ,в24284  ,"Вино ""San Valentin"" Parellada, Catalunya DO, 2012 "                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:08 ,     1019 ,       1019 ,в40895  ,"Вино ""San Valentin"" Parellada, Catalunya DO, 2013 "                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:15 ,      899 ,        899 ,в49286  ,"Вино Torres, ""San Valentin"" Parellada, Catalunya DO, 2014 "                             ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:20 ,      839 ,        839 ,в66093  ,"Вино ""San Valentin"" Parellada, Catalunya DO, 2015 "                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:25 ,      949 ,        949 ,в90323  ,"Вино ""San Valentin"" Parellada, Catalunya DO, 2017 "                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:29 ,      869 ,        869 ,в120483 ,"Вино ""San Valentin"" Parellada, Catalunya DO, 2018 "                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:34 ,     1060 ,       1060 ,в167461 ,"Вино ""San Valentin"" Parellada, Catalunya DO, 2020 "                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:39 ,     1299 ,       1299 ,в186622 ,"Вино ""San Valentin"" Parellada, Catalunya DO, 2021 "                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:44 ,      900 ,        900 ,в138251 ,"Вино ""San Valentin"" Parellada, Catalunya DO, 2019 "                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:49 ,     1749 ,       1749 ,в216612 ,"Вино ""San Valentin"" Parellada, Catalunya DO, 2022 "                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:42 ,      229 ,        199 ,в113156 ,"Коньяк ""Старейшина"" Трэвел 5-летний, фляга,  100 мл"                                    ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:46 ,      499 ,        439 ,в113154 ,"Коньяк ""Старейшина"" Трэвел Пятилетний, фляга,  250 мл"                                  ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:51 ,      839 ,        839 ,в161800 ,"Коньяк ""Старейшина"" Трэвел 5-летний, фляга,  0.5 л"                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:57 ,      309 ,        279 ,в92232  ,"Пиво ""Dutch Windmill"", in can,  0.5 л"                                                  ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:05 ,      279 ,        199 ,в210989 ,"Пиво ""Blue Moon"" Belgian White,  0.33 л"                                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:54 ,      219 ,        219 ,в24094  ,"Пиво ""Leffe"" Blonde,  0.33 л"                                                           ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:58 ,      469 ,        469 ,в35730  ,"Пиво ""Leffe"" Blonde,  0.75 л"                                                           ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:03 ,      389 ,        389 ,в55108  ,"Пиво ""Leffe"" Blonde, in can,  0.5 л"                                                    ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:07 ,      629 ,        629 ,в75793  ,"Пиво ""Leffe"" Blonde, in keg,  30 л"                                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:56 ,      279 ,        199 ,в37986  ,"Пиво ""Pilsner Urquell"", in can,  0.5 л"                                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:59 ,      439 ,        439 ,в37987  ,"Пиво ""Pilsner Urquell"",  0.5 л"                                                         ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:03 ,      249 ,        249 ,в37988  ,"Пиво ""Pilsner Urquell"",  0.33 л"                                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:07 ,      139 ,        139 ,в116702 ,"Пиво ""Pilsner Urquell"", in can,  0.33 л"                                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:12 ,      359 ,        259 ,в166196 ,"Пиво ""St. Pierre"" Brune, in can,  0.5 л"                                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:59 ,      219 ,        219 ,в36533  ,"Пиво ""Leffe"" Brune,  0.33 л"                                                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:03 ,      469 ,        469 ,в36532  ,"Пиво ""Leffe"" Brune,  0.75 л"                                                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:09 ,      389 ,        389 ,в55109  ,"Пиво ""Leffe"" Brune, in can,  0.5 л"                                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:12 ,      639 ,        639 ,в75792  ,"Пиво ""Leffe"" Brune, in keg,  30 л"                                                      ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:13 ,      950 ,        649 ,в109299 ,"Водка ""Jinro"" Green Grape Soju,  360 мл"                                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:13 ,      300 ,        300 ,в35866  ,"Пиво Belhaven, ""Black"" Scottish Stout, in can,  0.44 л"                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:16 ,      540 ,        540 ,в35865  ,"Пиво Belhaven, ""Black"" Scottish Stout,  0.5 л"                                          ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:16 ,      950 ,        649 ,в194312 ,"Водка ""Jinro"" Peach Soju,  360 мл"                                                      ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:29 ,     2999 ,       2699 ,в228044 ,"Джин ""Tanqueray"" London Dry (43.1%),  0.7 л"                                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:32 ,     3649 ,       3649 ,в233396 ,"Джин ""Tanqueray"" London Dry (43.1%),  1 л"                                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:36 ,     1099 ,        989 ,в182854 ,"Вино ""Gabia"" Vinho Verde DOC "                                                          ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:36 ,     8990 ,       8990 ,в4412   ,"Коньяк ""Camus"" V.S.O.P., gift box,  0.7 л"                                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:40 ,     7990 ,       7990 ,в44618  ,"Коньяк Camus V.S.O.P., gift box,  0.5 л"                                                  ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:37 ,     2400 ,       2400 ,в2882   ,"Ликер ""Baileys"" Original,  0.7 л"                                                       ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:42 ,      449 ,        449 ,в2879   ,"Ликер Baileys Original,  200 мл"                                                          ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:51 ,      819 ,        819 ,в2880   ,"Ликер ""Baileys"" Original,  350 мл"                                                      ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:55 ,     1999 ,       1799 ,в2881   ,"Ликер ""Baileys"" Original,  0.5 л"                                                       ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:00 ,     3149 ,       3149 ,в2883   ,"Ликер ""Baileys"" Original,  1 л"                                                         ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:04 ,      899 ,        899 ,в54919  ,"Ликер Baileys Original,  375 мл"                                                          ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:43 ,     3049 ,       3049 ,в2888   ,"Ликер ""Sheridan's"",  0.7 л"                                                             ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:51 ,     2509 ,       2509 ,в2887   ,"Ликер ""Sheridan's"",  0.5 л"                                                             ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:55 ,     3899 ,       3899 ,в2889   ,"Ликер ""Sheridan's"",  1 л"                                                               ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:00 ,      889 ,        889 ,в54923  ,"Ликер Sheridan's,  375 мл"                                                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:04 ,     4490 ,       4490 ,в232173 ,"Ликер ""Sheridan's"",  0.75 л"                                                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:10 ,     1599 ,       1390 ,в220424 ,"Вино Lavau, ""EnvyFol"" Syrah, Pays d'Oc IGP, 2022 "                                      ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:14 ,     1199 ,       1199 ,в192649 ,"Вино Lavau, ""EnvyFol"" Syrah, Pays d'Oc IGP, 2021 "                                      ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:38 ,     2199 ,       1890 ,в8057   ,"Виски ""Ballantine's"" Finest,  0.7 л"                                                    ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:40 ,     1890 ,       1590 ,в2332   ,"Виски ""Ballantine's"" Finest,  0.5 л"                                                    ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:43 ,     2790 ,       2790 ,в2333   ,"Виски ""Ballantine's"" Finest,  1 л"                                                      ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:45 ,      629 ,        499 ,в8059   ,"Виски ""Ballantine's"" Finest,  50 мл"                                                    ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:51 ,      299 ,        299 ,в33518  ,"Виски ""Ballantine's"" Finest,  375 мл"                                                   ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:56 ,    16990 ,      16990 ,в37453  ,"Виски ""Ballantine's"" Finest,  4.5 л"                                                    ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:03 ,     9990 ,       9990 ,в83674  ,"Виски ""Ballantine's"" Finest,  3 л"                                                      ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:05 ,     3600 ,       3600 ,в96804  ,"Виски ""Ballantine's"" Finest,  2 л"                                                      ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:08 ,     1319 ,       1319 ,в158881 ,"Виски ""Ballantine's"" Finest,  200 мл"                                                   ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:15 ,     2290 ,       2290 ,в225051 ,"Виски ""Ballantine's"" Finest,  0.75 л"                                                   ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:51 ,    10190 ,       8190 ,в2253   ,"Коньяк ""Hennessy"" V.S.O.P., with gift box,  0.7 л"                                      ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:56 ,    10990 ,      10990 ,в2254   ,"Коньяк ""Hennessy"" V.S.O.P., with gift box,  1 л"                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:03 ,    19990 ,      19990 ,в2255   ,"Коньяк ""Hennessy"" V.S.O.P, with gift box,  1.5 л"                                       ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:08 ,    20990 ,      20990 ,в2256   ,"Коньяк Hennessy V.S.O.P with gift box,  3 л"                                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:15 ,     3790 ,       3790 ,в5689   ,"Коньяк ""Hennessy"" V.S.O.P, with gift box,  350 мл"                                      ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:19 ,     8390 ,       8390 ,в44885  ,"Коньяк ""Hennessy"" V.S.O.P., with gift box,  0.5 л"                                      ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:15 ,     1809 ,       1390 ,в23634  ,"Ликер ""XUXU"" Strawberry & Vodka,  0.7 л"                                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:18 ,     2190 ,       2190 ,в23632  ,"Ликер ""XUXU"" Strawberry & Vodka,  0.5 л"                                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:20 ,     3249 ,       3249 ,в209513 ,"Ликер ""XUXU"" Strawberry & Vodka,  1 л"                                                  ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:24 ,      999 ,        799 ,в248921 ,"Вино ""Bendito"" Moscato, 2024 "                                                          ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:29 ,      759 ,        759 ,в209688 ,"Вино Luis Felipe Edwards, ""Bendito"" Moscato, Central Valley DO, 2022 "                  ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:29 ,     2290 ,       1609 ,в50304  ,"Ром Ron Barcelo, Anejo,  0.7 л"                                                           ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:33 ,     3390 ,       3390 ,в101318 ,"Ром Ron Barcelo, Anejo,  1 л"                                                             ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:39 ,     1749 ,       1749 ,в198511 ,"Ром Ron Barcelo, Anejo,  0.5 л"                                                           ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:28 ,     3890 ,       2290 ,в4499   ,"Ликер ""Disaronno"" Originale,  0.7 л"                                                    ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:32 ,     2929 ,       2929 ,в4498   ,"Ликер ""Disaronno"" Originale,  0.5 л"                                                    ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:37 ,     3160 ,       3160 ,в4500   ,"Ликер Disaronno Originale,  1 л"                                                          ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:41 ,      339 ,        339 ,в47400  ,"Ликер ""Disaronno"" Originale,  50 мл"                                                    ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:35 ,     7090 ,       7090 ,в2374   ,"Коньяк ""Martell"" VSOP, gift box,  0.7 л"                                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:39 ,     8990 ,       8990 ,в2378   ,"Коньяк ""Martell"" VSOP, gift box,  1 л"                                                  ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:44 ,     5990 ,       5990 ,в84565  ,"Коньяк ""Martell"" VSOP, gift box,  0.5 л"                                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:23 ,     1909 ,       1390 ,в71995  ,"Водка ""Онегин"",  0.7 л"                                                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:27 ,     1090 ,       1090 ,в71126  ,"Водка ""Онегин"",  0.5 л"                                                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:31 ,      279 ,        279 ,в88398  ,"Водка ""Онегин"",  50 мл"                                                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:35 ,     4049 ,       4049 ,в156261 ,"Водка ""Онегин"",  1.5 л"                                                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:39 ,     2390 ,       2390 ,в186848 ,"Водка ""Онегин"",  1 л"                                                                   ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:44 ,      889 ,        889 ,в224999 ,"Водка ""Онегин"",  375 мл"                                                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:46 ,     1199 ,        959 ,в235547 ,"Вино ""Cibolo"" Sauvignon Blanc, 2023 "                                                   ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:51 ,     1099 ,       1099 ,в217043 ,"Вино ""Cibolo"" Sauvignon Blanc, 2022 "                                                   ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:52 ,    11490 ,      11490 ,в2724   ,"Коньяк Hine Rare VSOP with box,  0.7 л"                                                   ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:53 ,     9190 ,       7910 ,в8157   ,"Ром Zacapa Centenario, Solera Gran Reserva 23, gift box,  0.7 л"                          ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:58 ,     9990 ,       9990 ,в8159   ,"Ром Zacapa Centenario, Solera Gran Reserva 23, gift box,  1 л"                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:03 ,     7490 ,       7490 ,в228104 ,"Ром Zacapa Centenario, Solera Gran Reserva 23, gift box,  0.75 л"                         ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:50 ,     1520 ,       1390 ,в35830  ,"Водка ""Mamont"",  0.7 л"                                                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:55 ,     1119 ,        999 ,в35829  ,"Водка ""Mamont"",  0.5 л"                                                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:59 ,     2090 ,       2090 ,в35831  ,"Водка Mamont,  1 л"                                                                       ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:03 ,      919 ,        919 ,в182102 ,"Водка ""Mamont"",  375 мл"                                                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:01 ,     4349 ,       4349 ,в90608  ,"Коньяк ""Martell"" VS Single Distillery, gift box,  0.7 л"                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:04 ,     3649 ,       3649 ,в95795  ,"Коньяк ""Martell"" VS Single Distillery, gift box,  0.5 л"                                ,
