shop                                           ,datetime            ,price_reg ,price_promo ,article ,name                                                                                       ,category_path
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:09 ,     9990 ,       9990 ,в151885 ,"Текила ""Don Julio"" Blanco, gift box,  0.7 л"                                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:13 ,     8990 ,       8990 ,в4791   ,"Текила ""Don Julio"" Blanco, gift box,  0.75 л"                                           ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:01 ,     2309 ,       2309 ,в4626   ,"Ликер ""Cointreau"",  0.7 л"                                                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:05 ,      179 ,        179 ,в4622   ,"Ликер ""Cointreau"",  50 мл"                                                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:09 ,     2090 ,       2090 ,в4623   ,"Ликер ""Cointreau"",  350 мл"                                                             ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:12 ,     2099 ,       2099 ,в4624   ,"Ликер ""Cointreau"",  0.5 л"                                                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:15 ,     3749 ,       3749 ,в4627   ,"Ликер ""Cointreau"",  1 л"                                                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:12 ,      939 ,        819 ,в62826  ,"Коньяк ""Старейшина"" Пятилетний,  0.5 л"                                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:14 ,      479 ,        479 ,в82661  ,"Коньяк ""Старейшина"" Пятилетний,  250 мл"                                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:17 ,     1690 ,       1690 ,в82662  ,"Коньяк ""Старейшина"" Пятилетний,  1 л"                                                   ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:19 ,      179 ,        179 ,в113160 ,"Коньяк ""Старейшина"" Пятилетний,  100 мл"                                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:10 ,     5700 ,       4690 ,в225050 ,"Виски ""Glenmorangie"" The Original, in gift box,  0.7 л"                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:13 ,     5990 ,       5990 ,в3279   ,"Виски ""Glenmorangie"" The Original, in gift box,  0.75 л"                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:16 ,     1239 ,       1239 ,в29228  ,"Виски Glenmorangie ""The Original"", in gift box,  100 мл"                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:18 ,     3290 ,       3290 ,в50755  ,"Виски Glenmorangie ""The Original"", in gift box,  0.5 л"                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:21 ,     2650 ,       2650 ,в117789 ,"Виски ""Glenmorangie"" The Original, in gift box,  350 мл"                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:24 ,     6990 ,       6990 ,в117790 ,"Виски ""Glenmorangie"" The Original, in gift box,  1 л"                                   ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:18 ,     1399 ,       1099 ,в235534 ,"Вино Cantina Diomede, ""Folia"" Bombino Bianco, Puglia IGP, 2023 "                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:19 ,      970 ,        970 ,в123333 ,"Вино Cantina Diomede, ""Folia"" Bombino Bianco, Puglia IGP, 2018 "                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:23 ,      999 ,        999 ,в201713 ,"Вино Cantina Diomede, ""Folia"" Bombino Bianco, Puglia IGP, 2021 "                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:26 ,      999 ,        999 ,в164196 ,"Вино Cantina Diomede, ""Folia"" Bombino Bianco, Puglia IGP, 2020 "                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:30 ,     1099 ,       1099 ,в211739 ,"Вино Cantina Diomede, ""Folia"" Bombino Bianco, Puglia IGP, 2022 "                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:28 ,    11090 ,       8290 ,в3265   ,"Виски ""Ardbeg"" 10 YO, in gift box,  0.7 л"                                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:26 ,     1199 ,        959 ,в235561 ,"Вино ""Vina Tempero"" Verdejo Viura, Rueda DO, 2023 "                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:30 ,     1199 ,       1199 ,в221490 ,"Вино ""Vina Tempero"" Verdejo Viura, Rueda DO, 2022 "                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:30 ,     4849 ,       4410 ,в19546  ,"Виски Isle Of Jura 10 Years Old, gift box,  0.7 л"                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:36 ,     1499 ,       1199 ,в247787 ,"Вино Connoisseur, ""Les Gardien des Cieux"", Cotes de Gascogne IGP, 2023 "                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:41 ,     1299 ,       1299 ,в227170 ,"Вино Connoisseur, ""Les Gardien des Cieux"", Cotes de Gascogne IGP, 2022 "                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:36 ,     1999 ,       1599 ,в247778 ,"Вино ""Valvirginio"" Chianti DOCG Riserva, 2021 "                                         ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:41 ,     1999 ,       1999 ,в221494 ,"Вино ""Valvirginio"" Chianti DOCG Riserva, 2020 "                                         ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:24 ,      799 ,        699 ,в62809  ,"Коньяк ""Киновский"" Трехлетний,  0.5 л"                                                  ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:26 ,      589 ,        589 ,в62810  ,"Коньяк ""Киновский"" Трехлетний,  350 мл"                                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:31 ,      199 ,        199 ,в82700  ,"Коньяк ""Киновский"" Трехлетний, фляга,  100 мл"                                          ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:36 ,      429 ,        429 ,в85935  ,"Коньяк ""Киновский"" Трехлетний,  250 мл"                                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:40 ,      939 ,        939 ,в184408 ,"Коньяк ""Киновский"" Трехлетний,  0.7 л"                                                  ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:44 ,     1539 ,       1539 ,в214879 ,"Коньяк ""Киновский"" 3-летний,  1 л"                                                      ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:51 ,     2990 ,       2290 ,в247791 ,"Вино Domaine de Champ Fleury, ""Les Vins Allegresse"" Pinot Noir, Bourgogne AOC, 2023 "   ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:39 ,     2299 ,       1999 ,в247782 ,"Вино ""Flor de Sara"" Reserva, Rioja DOC, 2019 "                                          ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:43 ,     2199 ,       2199 ,в206497 ,"Вино ""Flor de Sara"" Reserva, Rioja DOC, 2018 "                                          ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:51 ,     1599 ,       1599 ,в192664 ,"Вино ""Flor de Sara"" Reserva, Rioja DOC, 2015 "                                          ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:51 ,     3750 ,       2999 ,в253055 ,"Набор ""Jagermeister"", gift box with 2 shot glasses "                                    ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:58 ,     9090 ,       6450 ,в244350 ,"Набор ""Jagermeister"", gift box with 2 shot glasses and doser "                          ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:00 ,     1850 ,       1850 ,в251723 ,"Набор ""McLain"" Blended, gift box with shot "                                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:51 ,     1599 ,       1299 ,в247788 ,"Вино Connoisseur, ""Le Grand Dormeur"" Gros Manseng, Cotes de Gascogne IGP, 2023 "        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:55 ,     1129 ,       1129 ,в124958 ,"Вино Connoisseur, ""Le Grand Dormeur"" Gros Manseng, Cotes de Gascogne IGP, 2018 "        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:00 ,     1709 ,       1709 ,в184077 ,"Вино Connoisseur, ""Le Grand Dormeur"" Gros Manseng, Cotes de Gascogne IGP, 2019 "        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:04 ,     1709 ,       1709 ,в194256 ,"Вино Connoisseur, ""Le Grand Dormeur"" Gros Manseng, Cotes de Gascogne IGP, 2021 "        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:04 ,    10750 ,      10750 ,в251436 ,"Набор ""Glenfiddich"" 12 Years Old, Limited Edition Design, gift box with flask "         ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:13 ,     1680 ,       1349 ,в92014  ,"Вино ""Rocca"" Negroamaro Primitivo, Salento IGT "                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:20 ,     1939 ,       1399 ,в87093  ,"Вино ""770 Miles"" Zinfandel "                                                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:08 ,     2130 ,       1390 ,в238900 ,"Вино ""Mastri Vernacoli"" Pinot Grigio, Trentino DOC, 2023 "                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:15 ,      929 ,        929 ,в93720  ,"Вино ""Mastri Vernacoli"" Pinot Grigio, Trentino DOC, 2016 "                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:19 ,     1029 ,       1029 ,в97511  ,"Вино ""Mastri Vernacoli"" Pinot Grigio, Trentino DOC, 2017 "                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:23 ,     1509 ,       1509 ,в186397 ,"Вино ""Mastri Vernacoli"" Pinot Grigio, Trentino DOC, 2021 "                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:25 ,     1919 ,       1919 ,в212198 ,"Вино ""Mastri Vernacoli"" Pinot Grigio, Trentino DOC, 2022 "                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:28 ,     1680 ,       1680 ,в163958 ,"Вино ""Mastri Vernacoli"" Pinot Grigio, Trentino DOC, 2020 "                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:30 ,     1050 ,       1050 ,в111508 ,"Вино ""Mastri Vernacoli"" Pinot Grigio, Trentino DOC, 2018 "                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:33 ,     1099 ,       1099 ,в137313 ,"Вино ""Mastri Vernacoli"" Pinot Grigio, Trentino DOC, 2019 "                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:26:58 ,     2390 ,       1599 ,в240267 ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2023 "                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:03 ,     1939 ,       1939 ,в137312 ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2019 "                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:08 ,      939 ,        939 ,в58218  ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2014 "                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:15 ,      939 ,        939 ,в63512  ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2015 "                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:20 ,     1139 ,       1139 ,в93509  ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2017 "                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:25 ,     1349 ,       1349 ,в110916 ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2018 "                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:30 ,     2070 ,       2070 ,в184850 ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2021 "                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:34 ,     1939 ,       1939 ,в167045 ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2020 "                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:39 ,      949 ,        949 ,в81921  ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2016 "                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:41 ,     2490 ,       2490 ,в215691 ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2022 "                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:41 ,     1609 ,        999 ,в240980 ,"Вино Val de Vie, ""Barista"" Pinotage, 2023 "                                             ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:11 ,     2230 ,       2230 ,в232401 ,"Вино ""Paddle Creek"" Sauvignon Blanc, 2023 "                                             ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:15 ,     1140 ,       1140 ,в109584 ,"Вино Misty Cove, ""Paddle Creek"" Sauvignon Blanc, 2016 "                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:21 ,     1140 ,       1140 ,в97103  ,"Вино ""Paddle Creek"" Sauvignon Blanc, 2017 "                                             ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:26 ,     1340 ,       1340 ,в130067 ,"Вино Misty Cove, ""Paddle Creek"" Sauvignon Blanc, 2019 "                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:30 ,     1240 ,       1240 ,в108241 ,"Вино Misty Cove, ""Paddle Creek"" Sauvignon Blanc, 2018 "                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:35 ,     1299 ,       1299 ,в154994 ,"Вино Misty Cove, ""Paddle Creek"" Sauvignon Blanc, 2020 "                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:39 ,     1699 ,       1699 ,в182978 ,"Вино Misty Cove, ""Paddle Creek"" Sauvignon Blanc, 2021 "                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:43 ,     2190 ,       2190 ,в197889 ,"Вино ""Paddle Creek"" Sauvignon Blanc, 2022 "                                             ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:28 ,     2890 ,       1690 ,в249368 ,"Вино Long Barn, Zinfandel, 2022 "                                                         ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:32 ,     2310 ,       2310 ,в179835 ,"Вино Long Barn, Zinfandel, 2019 "                                                         ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:38 ,     2730 ,       2730 ,в201208 ,"Вино Long Barn, Zinfandel, 2020 "                                                         ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:42 ,     2890 ,       1690 ,в227826 ,"Вино Long Barn, Zinfandel, 2021 "                                                         ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:46 ,     1280 ,       1280 ,в133938 ,"Вино Long Barn, Zinfandel, 2017 "                                                         ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:49 ,     1699 ,       1190 ,в116571 ,"Вино ""Mucho Mas"" Tinto "                                                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:51 ,     2120 ,       2120 ,в152350 ,"Вино ""Mucho Mas"" Tempranillo, bag-in-box "                                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:53 ,     2799 ,       2799 ,в160575 ,"Вино ""Mucho Mas"" Tinto,  1.5 л"                                                         ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:56 ,      569 ,        399 ,в234111 ,"Вино ""Mucho Mas"" Tinto, PET,  187 мл"                                                   ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:53 ,     2380 ,       1599 ,в246529 ,"Вино Bodegas Ramon Bilbao, Crianza, Rioja DOC, 2020 "                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:58 ,     1560 ,       1560 ,в246531 ,"Вино Bodegas Ramon Bilbao, Crianza, Rioja DOC, 2020,  375 мл"                             ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:03 ,     5590 ,       5590 ,в251756 ,"Вино Bodegas Ramon Bilbao, Crianza, Rioja DOC, 2020,  1.5 л"                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:07 ,    25490 ,      25490 ,в246530 ,"Вино Bodegas Ramon Bilbao, Crianza, Rioja DOC, 2020, wooden box,  5 л"                    ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:54 ,     2390 ,       1370 ,в241736 ,"Вино Torres, ""Vina Esmeralda"" Rose, Catalunya DO, 2023 "                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:58 ,     1440 ,       1440 ,в167364 ,"Вино Torres, ""Vina Esmeralda"" Rose, Catalunya DO, 2020 "                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:02 ,     1060 ,       1060 ,в98781  ,"Вино Torres, ""Vina Esmeralda"" Rose, Catalunya DO, 2017 "                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:05 ,     1160 ,       1160 ,в87664  ,"Вино Torres, ""Vina Esmeralda"" Rose, Catalunya DO, 2016 "                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:09 ,     1109 ,       1109 ,в117687 ,"Вино Torres, ""Vina Esmeralda"" Rose, Catalunya DO, 2018 "                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:13 ,     1109 ,       1109 ,в154683 ,"Вино Torres, ""Vina Esmeralda"" Rose, Catalunya DO, 2019 "                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:16 ,     1960 ,       1960 ,в194036 ,"Вино Torres, ""Vina Esmeralda"" Rose, Catalunya DO, 2021 "                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:18 ,     2010 ,       2010 ,в232658 ,"Вино Torres, ""Vina Esmeralda"" Rose, Catalunya DO, 2022 "                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:51 ,     2390 ,       1370 ,в235128 ,"Вино Torres, ""Vina Esmeralda"", Penedes DO, 2023 "                                       ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:27:56 ,      619 ,        619 ,в8746   ,"Вино Torres Vina Esmeralda Catalunya DO, 2008 "                                           ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:00 ,      619 ,        619 ,в8747   ,"Вино Torres Vina Esmeralda Catalunya DO, 2009 "                                           ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:05 ,      679 ,        679 ,в8744   ,"Вино Torres Vina Esmeralda Catalunya DO, 2010 "                                           ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:09 ,      629 ,        629 ,в16253  ,"Вино Torres, ""Vina Esmeralda"", Catalunya DO, 2011 "                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:13 ,      920 ,        920 ,в44157  ,"Вино Torres, ""Vina Esmeralda"", Catalunya DO, 2012 "                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:16 ,      989 ,        989 ,в40906  ,"Вино Torres, ""Vina Esmeralda"", Catalunya DO, 2013 "                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:19 ,     1049 ,       1049 ,в45975  ,"Вино Torres, ""Vina Esmeralda"", Catalunya DO, 2014 "                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:22 ,     1070 ,       1070 ,в63393  ,"Вино Torres, ""Vina Esmeralda"", Catalunya DO, 2015 "                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:27 ,     1139 ,       1139 ,в75467  ,"Вино Torres, ""Vina Esmeralda"", Catalunya DO, 2016 "                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:30 ,     1440 ,       1440 ,в141940 ,"Вино Torres, ""Vina Esmeralda"", Catalunya DO, 2019 "                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:33 ,     2010 ,       2010 ,в204844 ,"Вино Torres, ""Vina Esmeralda"", Catalunya DO, 2021 "                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:37 ,     1929 ,       1929 ,в225703 ,"Вино Torres, ""Vina Esmeralda"", Catalunya DO, 2022 "                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:42 ,     1149 ,       1149 ,в119459 ,"Вино Torres, ""Vina Esmeralda"", Catalunya DO, 2018 "                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:50 ,     1999 ,       1999 ,в169403 ,"Вино Torres, ""Vina Esmeralda"", Catalunya DO, 2020 "                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:53 ,     1139 ,       1139 ,в94835  ,"Вино Torres, ""Vina Esmeralda"", Catalunya DO, 2017 "                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:39 ,     2790 ,       2499 ,в236323 ,"Байцзю ""Fenjiu"" Hongping (53°),  0.5 л"                                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:40 ,     7090 ,       7090 ,в3508   ,"Коньяк ""Monnet"" VSOP, gift box,  0.7 л"                                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:43 ,     6760 ,       6760 ,в223776 ,"Коньяк ""Monnet"" VSOP, gift box,  0.5 л"                                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:41 ,      349 ,        309 ,в24036  ,"Пиво ""Liebenweiss"" Hefe-Weissbier, in can,  0.5 л"                                      ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:44 ,      349 ,        349 ,в24038  ,"Пиво ""Liebenweiss"" Hefe-Weissbier,  0.5 л"                                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:50 ,     4040 ,       3390 ,в24037  ,"Пиво ""Liebenweiss"" Hefe-Weissbier, mini keg,  5 л"                                      ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:40 ,      190 ,        190 ,в24736  ,"Пиво ""Peroni"" Nastro Azzurro,  0.33 л"                                                  ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:43 ,      169 ,        169 ,в141657 ,"Пиво ""Peroni"" Nastro Azzurro, in can,  0.33 л"                                          ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:51 ,      290 ,        290 ,в249913 ,"Пиво ""Peroni"" Nastro Azzurro, in can,  0.5 л"                                           ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:52 ,      459 ,        399 ,в236036 ,"Вино ""Gigantones"" Rosado, Vinho Verde DOC, in can,  250 мл"                             ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:54 ,     2249 ,       1799 ,в156491 ,"Джин ""Strange Luve"" Pink,  0.7 л"                                                       ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:29:01 ,     3349 ,       2899 ,в32831  ,"Ром ""Legendario"" Anejo Blanco,  0.7 л"                                                  ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:29:00 ,     1070 ,       1070 ,в242684 ,"Вино Собер Баш, ""Классика"" Красностоп, 2022 "                                           ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:29:05 ,     1049 ,       1049 ,в214433 ,"Вино Собер Баш, ""Классика"" Красностоп, 2020 "                                           ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:29:00 ,      499 ,        399 ,в234112 ,"Вино ""Mucho Mas"" Blanco, PET,  187 мл"                                                  ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:29:04 ,     1699 ,       1299 ,в152351 ,"Вино ""Mucho Mas"" Blanco "                                                               ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:29:11 ,     3590 ,       3590 ,в160320 ,"Вино ""Mucho Mas"" Blanco,  1.5 л"                                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:29:11 ,      200 ,        200 ,в216376 ,"Пиво ""El Capulco"",  0.45 л"                                                             ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:29:13 ,      109 ,        109 ,в208557 ,"Вода Ochakovo, ""Cool Cola"" Vanilla, PET,  1 л"                                          ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:28:54 ,      339 ,        289 ,в54461  ,"Пиво Flensburger, Pilsener, in can,  0.5 л"                                               ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:29:00 ,      299 ,        299 ,в21885  ,"Пиво Flensburger, Pilsener,  0.33 л"                                                      ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:29:05 ,      479 ,        479 ,в21886  ,"Пиво Flensburger, Pilsener,  0.5 л"                                                       ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:29:11 ,     7290 ,       7290 ,в21897  ,"Пиво Flensburger, Pilsener, in keg,  20 л"                                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 02:29:15 ,     2690 ,       2690 ,в62932  ,"Пиво Flensburger, Pilsener,  2 л"                                                         ,
