shop                                           ,datetime            ,price_reg ,price_promo ,article ,name                                                                                                          ,category_path
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:50 ,      399 ,        399 ,в133336 ,"Вино ""Fleurs du Sud"" Rose de Tamagne "                                                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:45 ,     1099 ,        799 ,в57460  ,"Вино Luis Felipe Edwards, Chardonnay "                                                                       ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:50 ,      409 ,        409 ,в70141  ,"Вино Luis Felipe Edwards, Chardonnay,  187 мл"                                                               ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:42 ,     1119 ,        790 ,в57459  ,"Вино Luis Felipe Edwards, Sauvignon Blanc "                                                                  ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:50 ,      409 ,        409 ,в118448 ,"Вино Luis Felipe Edwards, Sauvignon Blanc,  187 мл"                                                          ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:20 ,     1790 ,       1790 ,в234033 ,"Вино Nik Weis, Urban Riesling, 2023 "                                                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:23 ,     1040 ,       1040 ,в80973  ,"Вино Nik Weis, Urban Riesling, 2016 "                                                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:27 ,      990 ,        990 ,в93255  ,"Вино Nik Weis, Urban Riesling, 2017 "                                                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:32 ,     1460 ,       1460 ,в160466 ,"Вино Nik Weis, Urban Riesling, 2020 "                                                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:38 ,     1930 ,       1930 ,в217320 ,"Вино Nik Weis, Urban Riesling, 2022 "                                                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:42 ,     1860 ,       1860 ,в142898 ,"Вино Nik Weis, Urban Riesling, 2019 "                                                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:50 ,     1290 ,       1290 ,в117335 ,"Вино Nik Weis, Urban Riesling, 2018 "                                                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:56 ,     1449 ,       1449 ,в193606 ,"Вино Nik Weis, Urban Riesling, 2021 "                                                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:57 ,     1699 ,       1699 ,в116652 ,"Вино ""FYI"" Red Blend "                                                                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:10:00 ,     1370 ,       1370 ,в72939  ,"Вино ""Mastro Binelli"" Barbera, Emilia IGT "                                                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:10:01 ,     1570 ,       1570 ,в61804  ,"Вино Mildiani, Kindzmarauli "                                                                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:10:04 ,     9150 ,       9150 ,в62322  ,"Вино Mildiani, Kindzmarauli,  3 л"                                                                           ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:10:06 ,    13490 ,      13490 ,в62323  ,"Вино Mildiani, Kindzmarauli,  5 л"                                                                           ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:10:08 ,      609 ,        609 ,в93788  ,"Вино Mildiani, Kindzmarauli,  375 мл"                                                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:10:11 ,     2210 ,       2210 ,в93789  ,"Вино Mildiani, Kindzmarauli,  1.5 л"                                                                         ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:02 ,     1399 ,       1399 ,в227162 ,"Вино ""A Pasito Lento"" Tempranillo, Jumilla DO, 2022 "                                                      ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:07 ,      999 ,        999 ,в206545 ,"Вино ""Varanda dos Reis"" Branco, Vinho Verde DOC "                                                          ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:06 ,     1599 ,       1599 ,в232831 ,"Вино Pitars, ""Braida Santa Cecilia"" Traminer Aromatico, Friuli DOC, 2022 "                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:08 ,     1239 ,       1239 ,в173929 ,"Вино Pitars, ""Braida Santa Cecilia"" Traminer Aromatico, Friuli DOC, 2020 "                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:10 ,     1299 ,       1299 ,в192597 ,"Вино Pitars, ""Braida Santa Cecilia"" Traminer Aromatico, Friuli DOC, 2021 "                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:07 ,     1399 ,       1399 ,в232826 ,"Вино Lavau, ""Koudiat"", Cotes du Rhone AOC, 2021 "                                                          ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:11 ,     1299 ,       1299 ,в201745 ,"Вино Lavau, ""Koudiat"", Cotes du Rhone AOC, 2020 "                                                          ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:15 ,     1499 ,       1499 ,в221486 ,"Вино Montedidio, ""The Painter"" Chardonnay, Puglia IGT, 2021 "                                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:18 ,     1299 ,       1299 ,в235552 ,"Вино ""Masamadre"" Tempranillo, Calatayud DO, 2021 "                                                         ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:15 ,     1799 ,       1799 ,в217048 ,"Вино Giannitessari, Pinot Grigio delle Venezie DOC, 2022 "                                                   ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:18 ,     1309 ,       1309 ,в110502 ,"Вино Giannitessari, Pinot Grigio, Delle Venezie DOC, 2017 "                                                  ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:23 ,     1609 ,       1609 ,в114278 ,"Вино Giannitessari, Pinot Grigio delle Venezie DOC, 2018 "                                                   ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:27 ,     1299 ,       1299 ,в192652 ,"Вино Giannitessari, Pinot Grigio delle Venezie DOC, 2021 "                                                   ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:27 ,     1299 ,       1299 ,в211772 ,"Вино ""Rupe Secca"" Grillo, Sicilia DOC, 2022 "                                                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:06 ,     2190 ,       2190 ,в247777 ,"Вино Cantina Frentana, ""1960"" Montepulciano d'Abruzzo DOC Riserva, 2020 "                                  ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:09 ,     1990 ,       1990 ,в221483 ,"Вино Cantina Frentana, ""1960"" Montepulciano d'Abruzzo DOC Riserva, 2019 "                                  ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:13 ,     1349 ,       1349 ,в124537 ,"Вино Cantina Frentana, ""60 Anni"" Montepulciano d'Abruzzo DOC Riserva, 2015 "                               ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:18 ,     1699 ,       1699 ,в164195 ,"Вино Cantina Frentana, ""1960"" Montepulciano d'Abruzzo DOC Riserva, 2017 "                                  ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:24 ,     1699 ,       1699 ,в198176 ,"Вино Cantina Frentana, ""1960"" Montepulciano d'Abruzzo DOC Riserva, 2018 "                                  ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:28 ,     1599 ,       1599 ,в139559 ,"Вино Cantina Frentana, ""60"" Montepulciano d'Abruzzo DOC Riserva, 2016 "                                    ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:21 ,     1599 ,       1599 ,в235537 ,"Вино Santa Tresa, ""Rina Ianca"" Grillo Viognier, Sicilia DOC, 2022 "                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:25 ,     1199 ,       1199 ,в171422 ,"Вино Santa Tresa, ""Rina Ianca"" Grillo Viognier, Sicilia DOC, 2019 "                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:28 ,     1199 ,       1199 ,в182460 ,"Вино Santa Tresa, ""Rina Ianca"" Grillo Viognier, Sicilia DOC, 2020 "                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:33 ,     1399 ,       1399 ,в198256 ,"Вино Santa Tresa, ""Rina Ianca"" Grillo Viognier, Sicilia DOC, 2021 "                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:33 ,     1699 ,       1699 ,в235528 ,"Вино ""Verbo"" Malvasia, Basilicata IGT, 2023 "                                                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:37 ,     1499 ,       1499 ,в206535 ,"Вино ""Verbo"" Malvasia, Basilicata IGT, 2021 "                                                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:40 ,     1699 ,       1699 ,в221491 ,"Вино ""Verbo"" Malvasia, Basilicata IGT, 2022 "                                                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:35 ,     1490 ,       1200 ,в91219  ,"Вино ""Astrale"" Rosso "                                                                                     ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:40 ,      899 ,        899 ,в91222  ,"Вино ""Astrale"" Rosso,  375 мл"                                                                             ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:44 ,     2590 ,       2590 ,в91223  ,"Вино ""Astrale"" Rosso,  1.5 л"                                                                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:47 ,     3220 ,       3220 ,в138854 ,"Вино ""Astrale"" Rosso, bag-in-box,  2 л"                                                                    ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:51 ,      440 ,        440 ,в138861 ,"Вино ""Astrale"" Rosso,  187 мл"                                                                             ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:54 ,     1590 ,       1590 ,в175679 ,"Вино ""Astrale"" Rosso, gift box with glass "                                                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:57 ,     1009 ,       1009 ,в233424 ,"Вино ""Astrale"" Rosso,  0.5 л"                                                                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:01 ,     1699 ,       1699 ,в233425 ,"Вино ""Astrale"" Rosso,  1 л"                                                                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:44 ,     2190 ,       2190 ,в3375   ,"Вермут ""Martini"" Bianco,  1 л"                                                                             ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:46 ,     1239 ,       1239 ,в3374   ,"Вермут ""Martini"" Bianco,  0.5 л"                                                                           ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:50 ,      179 ,        179 ,в29061  ,"Вермут Martini Bianco,  50 мл"                                                                               ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:54 ,     1660 ,       1660 ,в33935  ,"Вермут ""Martini"" Bianco "                                                                                  ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:57 ,      549 ,        549 ,в80721  ,"Вермут ""Martini"" Bianco, gift box "                                                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:00 ,     1109 ,       1109 ,в92096  ,"Вермут ""Martini"" Bianco, gift box,  1 л"                                                                   ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:02 ,     2599 ,       2599 ,в170723 ,"Вермут ""Martini"" Bianco,  1.5 л"                                                                           ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:45 ,     2390 ,       1599 ,в240267 ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2023 "                                               ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:49 ,     1939 ,       1939 ,в137312 ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2019 "                                               ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:53 ,      939 ,        939 ,в58218  ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2014 "                                               ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:57 ,      939 ,        939 ,в63512  ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2015 "                                               ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:01 ,     1139 ,       1139 ,в93509  ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2017 "                                               ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:07 ,     1349 ,       1349 ,в110916 ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2018 "                                               ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:10 ,     2070 ,       2070 ,в184850 ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2021 "                                               ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:14 ,     1939 ,       1939 ,в167045 ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2020 "                                               ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:17 ,      949 ,        949 ,в81921  ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2016 "                                               ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:20 ,     2490 ,       2490 ,в215691 ,"Вино ""Mastri Vernacoli"" Gewurztraminer, Trentino DOC, 2022 "                                               ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:12 ,     1819 ,       1819 ,в115152 ,"Вермут Martini ""Fiero"",  1 л"                                                                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:15 ,      889 ,        889 ,в136615 ,"Вермут Martini ""Fiero"",  0.5 л"                                                                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:18 ,     1380 ,       1380 ,в183895 ,"Вермут Martini ""Fiero"" "                                                                                   ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:21 ,     2230 ,       2230 ,в198909 ,"Вермут Martini ""Fiero"",  1.5 л"                                                                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:28 ,     1680 ,       1349 ,в92014  ,"Вино ""Rocca"" Negroamaro Primitivo, Salento IGT "                                                           ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:25 ,     1329 ,        999 ,в118390 ,"Вино Botter, ""Prima Alta"" Pinot Grigio "                                                                   ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:28 ,     2530 ,       2530 ,в136198 ,"Вино Botter, ""Prima Alta"" Pinot Grigio,  1.5 л"                                                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:10 ,     2130 ,       1390 ,в238900 ,"Вино ""Mastri Vernacoli"" Pinot Grigio, Trentino DOC, 2023 "                                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:13 ,      929 ,        929 ,в93720  ,"Вино ""Mastri Vernacoli"" Pinot Grigio, Trentino DOC, 2016 "                                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:17 ,     1029 ,       1029 ,в97511  ,"Вино ""Mastri Vernacoli"" Pinot Grigio, Trentino DOC, 2017 "                                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:20 ,     1509 ,       1509 ,в186397 ,"Вино ""Mastri Vernacoli"" Pinot Grigio, Trentino DOC, 2021 "                                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:23 ,     1919 ,       1919 ,в212198 ,"Вино ""Mastri Vernacoli"" Pinot Grigio, Trentino DOC, 2022 "                                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:26 ,     1680 ,       1680 ,в163958 ,"Вино ""Mastri Vernacoli"" Pinot Grigio, Trentino DOC, 2020 "                                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:28 ,     1050 ,       1050 ,в111508 ,"Вино ""Mastri Vernacoli"" Pinot Grigio, Trentino DOC, 2018 "                                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:32 ,     1099 ,       1099 ,в137313 ,"Вино ""Mastri Vernacoli"" Pinot Grigio, Trentino DOC, 2019 "                                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:36 ,     2490 ,       2490 ,в228886 ,"Вино ""Pfefferer"" Vigneti delle Dolomiti IGT, 2023 "                                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:40 ,     1149 ,       1149 ,в22991  ,"Вино ""Pfefferer"" Weinberg Dolomiten IGT, 2012 "                                                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:44 ,     1399 ,       1399 ,в35059  ,"Вино ""Pfefferer"" Weinberg Dolomiten IGT, 2013 "                                                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:49 ,     1499 ,       1499 ,в46903  ,"Вино ""Pfefferer"" Weinberg Dolomiten IGT, 2014 "                                                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:53 ,     2090 ,       2090 ,в63297  ,"Вино ""Pfefferer"" Weinberg Dolomiten IGT, 2015 "                                                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:08:57 ,     1990 ,       1990 ,в110982 ,"Вино ""Pfefferer"" Weinberg Dolomiten IGT, 2018 "                                                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:01 ,     1590 ,       1590 ,в131743 ,"Вино ""Pfefferer"" Weinberg Dolomiten IGT, 2019 "                                                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:09 ,     2510 ,       2510 ,в154996 ,"Вино ""Pfefferer"" Weinberg Dolomiten IGT, 2020 "                                                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:13 ,     1070 ,       1070 ,в2795   ,"Вино Pfefferer, Weinberg Dolomiten IGT, 2008 "                                                               ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:17 ,     1119 ,       1119 ,в5308   ,"Вино Pfefferer, Weinberg Dolomiten IGT, 2009 "                                                               ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:20 ,     1009 ,       1009 ,в7656   ,"Вино Pfefferer, Weinberg Dolomiten IGT 2010 "                                                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:23 ,     1049 ,       1049 ,в14585  ,"Вино Pfefferer, Weinberg Dolomiten IGT, 2011 "                                                               ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:26 ,     1740 ,       1740 ,в91715  ,"Вино ""Pfefferer"" Weinberg Dolomiten IGT, 2017 "                                                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:29 ,     2090 ,       2090 ,в182107 ,"Вино ""Pfefferer"" Weinberg Dolomiten IGT, 2021 "                                                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:32 ,     2410 ,       2410 ,в205029 ,"Вино ""Pfefferer"" Weinberg Dolomiten IGT, 2022 "                                                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:39 ,     1399 ,       1399 ,в73606  ,"Вино ""Pfefferer"" Weinberg Dolomiten IGT, 2016 "                                                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:44 ,     2250 ,       1599 ,в245134 ,"Вино ""Arco Bay"" Sauvignon Blanc, Marlborough, 2023 "                                                       ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:50 ,     1849 ,       1849 ,в210538 ,"Вино ""Arco Bay"" Sauvignon Blanc, Marlborough, 2022 "                                                       ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:52 ,      859 ,        859 ,в175924 ,"Вино ""Arco Bay"" Sauvignon Blanc, Marlborough, 2020 "                                                       ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:42 ,     2790 ,       2790 ,в249265 ,"Вино ""Moon Twist"" Sauvignon Blanc, 2023 "                                                                  ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:50 ,      779 ,        779 ,в196251 ,"Вино ""Moon Twist"" Sauvignon Blanc, 2020 "                                                                  ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:56 ,     2790 ,       2790 ,в204847 ,"Вино ""Moon Twist"" Sauvignon Blanc, 2022 "                                                                  ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:33 ,     2640 ,       2640 ,в231615 ,"Вино ""Taka"" Sauvignon Blanc, Marlborough, 2023 "                                                           ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:40 ,     1160 ,       1160 ,в114565 ,"Вино ""Taka"" Marlborough Sauvignon Blanc, 2017 "                                                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:42 ,     1370 ,       1370 ,в124389 ,"Вино ""Taka"" Marlborough Sauvignon Blanc, 2019 "                                                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:50 ,     2390 ,       2390 ,в183592 ,"Вино ""Taka"" Marlborough Sauvignon Blanc, 2021 "                                                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:56 ,     1160 ,       1160 ,в114564 ,"Вино ""Taka"" Marlborough Sauvignon Blanc, 2018 "                                                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:59 ,     1260 ,       1260 ,в151218 ,"Вино ""Taka"" Marlborough Sauvignon Blanc, 2020 "                                                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:10:01 ,     2610 ,       2610 ,в204193 ,"Вино ""Taka"" Marlborough Sauvignon Blanc, 2022 "                                                            ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:33 ,     2230 ,       2230 ,в232401 ,"Вино ""Paddle Creek"" Sauvignon Blanc, 2023 "                                                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:39 ,     1140 ,       1140 ,в109584 ,"Вино Misty Cove, ""Paddle Creek"" Sauvignon Blanc, 2016 "                                                    ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:42 ,     1140 ,       1140 ,в97103  ,"Вино ""Paddle Creek"" Sauvignon Blanc, 2017 "                                                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:50 ,     1340 ,       1340 ,в130067 ,"Вино Misty Cove, ""Paddle Creek"" Sauvignon Blanc, 2019 "                                                    ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:56 ,     1240 ,       1240 ,в108241 ,"Вино Misty Cove, ""Paddle Creek"" Sauvignon Blanc, 2018 "                                                    ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:10:01 ,     1299 ,       1299 ,в154994 ,"Вино Misty Cove, ""Paddle Creek"" Sauvignon Blanc, 2020 "                                                    ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:10:03 ,     1699 ,       1699 ,в182978 ,"Вино Misty Cove, ""Paddle Creek"" Sauvignon Blanc, 2021 "                                                    ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:10:05 ,     2190 ,       2190 ,в197889 ,"Вино ""Paddle Creek"" Sauvignon Blanc, 2022 "                                                                ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:10:01 ,     2890 ,       2890 ,в213096 ,"Вино The Ned, Sauvignon Blanc, 2022 "                                                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:10:04 ,     2430 ,       2430 ,в185842 ,"Вино The Ned, Sauvignon Blanc, 2021 "                                                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:10:07 ,     2890 ,       2890 ,в247917 ,"Вино The Ned, Sauvignon Blanc, 2023 "                                                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:10:10 ,     1149 ,       1149 ,в91404  ,"Вино The Ned, Sauvignon Blanc, 2016 "                                                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:10:12 ,     1329 ,       1329 ,в100864 ,"Вино The Ned, Sauvignon Blanc, 2017 "                                                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:10:15 ,     1329 ,       1329 ,в120801 ,"Вино The Ned, Sauvignon Blanc, 2018 "                                                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:10:19 ,     1449 ,       1449 ,в145830 ,"Вино The Ned, Sauvignon Blanc, 2019 "                                                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:10:23 ,     2690 ,       2690 ,в154089 ,"Вино The Ned, Sauvignon Blanc, 2020 "                                                                        ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:32 ,      979 ,        979 ,в164129 ,"Винный напиток ""Nar"" Pomegranate Semi-Sweet "                                                              ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:32 ,     1080 ,       1080 ,в61006  ,"Вино Вазиани, Киндзмараули "                                                                                 ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:30 ,      789 ,        789 ,в94742  ,"Винный напиток ""Armenia"" Pomegranate Semi-Sweet "                                                          ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:32 ,     1260 ,       1260 ,в198147 ,"Винный напиток ""Armenia"" Pomegranate Semi-Sweet,  1.5 л"                                                   ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:32 ,      409 ,        409 ,в118448 ,"Вино Luis Felipe Edwards, Sauvignon Blanc,  187 мл"                                                          ,
"г. Москва, Ленинский проспект, д. 49, стр. 5" ,2025-02-04 03:09:39 ,     1119 ,        790 ,в57459  ,"Вино Luis Felipe Edwards, Sauvignon Blanc "                                                                  ,
